split,path_anchor,path_pos,path_neg
train,data/drive/id_502_IMG_20251025_183540920.jpg,data/drive/id_502_IMG_20251025_183616484.jpg,data/TAMPAR/id_13_20230523_191728.jpg
train,data/drive/id_502_IMG_20251025_183519139.jpg,data/drive/id_502_IMG_20251025_183353574.jpg,data/TAMPAR/id_27_20230524_100019.jpg
train,data/drive/id_502_IMG_20251025_183609618.jpg,data/drive/id_502_IMG_20251025_183540920.jpg,data/TAMPAR/id_12_20230523_191104.jpg
train,data/drive/id_502_IMG_20251025_183529631.jpg,data/drive/id_502_IMG_20251025_183549791.jpg,data/TAMPAR/id_10_20230524_104528.jpg
train,data/drive/id_502_IMG_20251025_183557873.jpg,data/drive/id_502_IMG_20251025_183504894.jpg,data/TAMPAR/id_13_20230523_172020.jpg
train,data/drive/id_502_IMG_20251025_183417824.jpg,data/drive/id_502_IMG_20251025_183557873.jpg,data/TAMPAR/id_22_20230524_104158.jpg
train,data/drive/id_502_IMG_20251025_183627903.jpg,data/drive/id_502_IMG_20251025_183549791.jpg,data/TAMPAR/id_28_20230524_105027.jpg
train,data/drive/id_502_IMG_20251025_183353574.jpg,data/drive/id_502_IMG_20251025_183443794.jpg,data/TAMPAR/id_02_20230523_162840.jpg
train,data/drive/id_502_IMG_20251025_183540920.jpg,data/drive/id_502_IMG_20251025_183618623.jpg,data/drive/id_503_IMG_20251024_172822520.jpg
train,data/drive/id_502_IMG_20251025_183350026.jpg,data/drive/id_502_IMG_20251025_183359623.jpg,data/TAMPAR/id_17_20230524_095756.jpg
train,data/drive/id_501_IMG_3902.jpg,data/drive/id_501_IMG_3889(1).jpg,data/TAMPAR/id_29_20230523_171301.jpg
train,data/drive/id_501_IMG_3886(1).jpg,data/drive/id_501_IMG_3882.jpg,data/TAMPAR/id_08_20230523_162556.jpg
train,data/drive/id_501_IMG_3884(1).jpg,data/drive/id_501_IMG_3897.jpg,data/TAMPAR/id_01_20230523_162452.jpg
train,data/drive/id_501_IMG_3891.jpg,data/drive/id_501_IMG_3883.jpg,data/drive/id_106_IMG_20251020_141617_BURST7.jpg
train,data/drive/id_501_IMG_3900.jpg,data/drive/id_501_IMG_3902.jpg,data/TAMPAR/id_03_20230523_162934.jpg
train,data/drive/id_501_IMG_3889(1).jpg,data/drive/id_501_IMG_3888.jpg,data/TAMPAR/id_15_20230524_101921.jpg
train,data/drive/id_501_IMG_3884.jpg,data/drive/id_501_IMG_3883.jpg,data/TAMPAR/id_29_20230523_191820.jpg
train,data/drive/id_501_IMG_3882.jpg,data/drive/id_501_IMG_3891.jpg,data/TAMPAR/id_01_20230523_162456.jpg
train,data/drive/id_501_IMG_3891.jpg,data/drive/id_501_IMG_3902.jpg,data/TAMPAR/id_05_20230523_141408.jpg
train,data/drive/id_501_IMG_3904.jpg,data/drive/id_501_IMG_3894.jpg,data/TAMPAR/id_03_20230523_162905.jpg
train,data/drive/id_106_IMG_20251020_141617_BURST7.jpg,data/drive/id_106_IMG_20251020_141617_BURST14.jpg,data/TAMPAR/id_00_20230523_155106.jpg
train,data/drive/id_106_IMG_20251020_141630_BURST19.jpg,data/drive/id_106_IMG_20251020_141617_BURST15.jpg,data/TAMPAR/id_23_20230524_102724.jpg
train,data/drive/id_106_IMG_20251020_141624_BURST19.jpg,data/drive/id_106_IMG_20251020_141607_BURST20.jpg,data/TAMPAR/id_28_20230524_105033.jpg
train,data/drive/id_106_IMG_20251020_141624_BURST19.jpg,data/drive/id_106_IMG_20251020_141624_BURST1.jpg,data/TAMPAR/id_14_20230524_102008.jpg
train,data/drive/id_106_IMG_20251020_141617_BURST17.jpg,data/drive/id_106_IMG_20251020_141624_BURST18.jpg,data/drive/id_100_20251105_165644.jpg
train,data/drive/id_106_IMG_20251020_141624_BURST19.jpg,data/drive/id_106_IMG_20251020_141624_BURST7.jpg,data/drive/id_502_IMG_20251025_183502583.jpg
train,data/drive/id_106_IMG_20251020_141630_BURST2.jpg,data/drive/id_106_IMG_20251020_141624_BURST3.jpg,data/TAMPAR/id_03_20230523_155728.jpg
train,data/drive/id_106_IMG_20251020_141630_BURST19.jpg,data/drive/id_106_IMG_20251020_141617_BURST18.jpg,data/TAMPAR/id_10_20230523_185521.jpg
train,data/drive/id_106_IMG_20251020_141624_BURST16.jpg,data/drive/id_106_IMG_20251020_141617_BURST18.jpg,data/TAMPAR/id_07_20230523_160829.jpg
train,data/drive/id_106_IMG_20251020_141617_BURST10.jpg,data/drive/id_106_IMG_20251020_141630_BURST6.jpg,data/drive/id_101_IMG_5521.jpg
train,data/drive/id_503_IMG_20251024_172824903.jpg,data/drive/id_503_IMG_20251024_173001020.jpg,data/TAMPAR/id_05_20230523_141414.jpg
train,data/drive/id_503_IMG_20251024_173127381.jpg,data/drive/id_503_IMG_20251024_172826651.jpg,data/TAMPAR/id_25_20230524_102032.jpg
train,data/drive/id_503_IMG_20251024_173127381.jpg,data/drive/id_503_IMG_20251024_172841379.jpg,data/TAMPAR/id_26_20230523_185025.jpg
train,data/drive/id_503_IMG_20251024_173239486.jpg,data/drive/id_503_IMG_20251024_172906024.jpg,data/TAMPAR/id_23_20230523_191651.jpg
train,data/drive/id_503_IMG_20251024_172916104.jpg,data/drive/id_503_IMG_20251024_173150771.jpg,data/TAMPAR/id_13_20230524_100314.jpg
train,data/drive/id_503_IMG_20251024_173143132.jpg,data/drive/id_503_IMG_20251024_172819730.jpg,data/TAMPAR/id_11_20230524_101044.jpg
train,data/drive/id_503_IMG_20251024_172826651.jpg,data/drive/id_503_IMG_20251024_172819730.jpg,data/TAMPAR/id_02_20230523_155210.jpg
train,data/drive/id_503_IMG_20251024_173237171.jpg,data/drive/id_503_IMG_20251024_172837371.jpg,data/TAMPAR/id_14_20230524_105047.jpg
train,data/drive/id_503_IMG_20251024_172944153.jpg,data/drive/id_503_IMG_20251024_173146197.jpg,data/TAMPAR/id_03_20230523_155712.jpg
train,data/drive/id_503_IMG_20251024_173232220.jpg,data/drive/id_503_IMG_20251024_172906024.jpg,data/TAMPAR/id_10_20230523_185517.jpg
train,data/drive/id_103_IMG_20251017_145043(1).jpg,data/drive/id_103_IMG_20251017_144919.jpg,data/TAMPAR/id_11_20230524_104429.jpg
train,data/drive/id_103_IMG_20251017_145030(1).jpg,data/drive/id_103_IMG_20251017_145037.jpg,data/TAMPAR/id_01_20230516_142137.jpg
train,data/drive/id_103_IMG_20251017_144926.jpg,data/drive/id_103_IMG_20251017_144945.jpg,data/drive/id_503_IMG_20251024_172822520.jpg
train,data/drive/id_103_IMG_20251017_144924.jpg,data/drive/id_103_IMG_20251017_145033.jpg,data/TAMPAR/id_05_20230523_162229.jpg
train,data/drive/id_103_IMG_20251017_145010.jpg,data/drive/id_103_IMG_4802.jpg,data/TAMPAR/id_16_20230524_100618.jpg
train,data/drive/id_103_IMG_20251017_145043.jpg,data/drive/id_103_IMG_20251017_145049.jpg,data/TAMPAR/id_27_20230523_172711.jpg
train,data/drive/id_103_IMG_20251017_145005.jpg,data/drive/id_103_IMG_20251017_145042(1).jpg,data/TAMPAR/id_19_20230523_190219.jpg
train,data/drive/id_103_IMG_20251017_145027.jpg,data/drive/id_103_IMG_20251017_145012.jpg,data/TAMPAR/id_17_20230523_190953.jpg
train,data/drive/id_103_IMG_20251017_145053.jpg,data/drive/id_103_IMG_20251017_145042.jpg,data/drive/id_503_IMG_20251024_173232220.jpg
train,data/drive/id_103_IMG_20251017_145038.jpg,data/drive/id_103_IMG_20251017_144942.jpg,data/TAMPAR/id_15_20230523_185428.jpg
train,data/drive/id_101_IMG_5521.jpg,data/drive/id_101_IMG_4765.jpg,data/TAMPAR/id_27_20230524_102333.jpg
train,data/drive/id_101_IMG_4762.jpg,data/drive/id_101_IMG_5523.jpg,data/TAMPAR/id_15_20230523_190734.jpg
train,data/drive/id_101_IMG_4775.jpg,data/drive/id_101_IMG_5523.jpg,data/TAMPAR/id_27_20230523_185107.jpg
train,data/drive/id_101_IMG_4764.jpg,data/drive/id_101_IMG_4762.jpg,data/TAMPAR/id_21_20230524_100808.jpg
train,data/drive/id_101_IMG_5522.jpg,data/drive/id_101_IMG_5525.jpg,data/TAMPAR/id_08_20230523_141157.jpg
train,data/drive/id_101_IMG_5522.jpg,data/drive/id_101_IMG_5527.jpg,data/TAMPAR/id_01_20230523_162452.jpg
train,data/drive/id_101_IMG_4764.jpg,data/drive/id_101_IMG_4765.jpg,data/TAMPAR/id_26_20230524_102855.jpg
train,data/drive/id_101_IMG_5522.jpg,data/drive/id_101_IMG_5527.jpg,data/TAMPAR/id_00_20230523_160533.jpg
train,data/drive/id_101_IMG_4775.jpg,data/drive/id_101_IMG_5525.jpg,data/TAMPAR/id_27_20230524_104002.jpg
train,data/drive/id_101_IMG_4762.jpg,data/drive/id_101_IMG_4774.jpg,data/TAMPAR/id_17_20230524_102242.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/TAMPAR/id_17_20230524_095741.jpg
train,data/drive/id_110_IMG_20251012_154929_884.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/TAMPAR/id_11_20230523_185934.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/TAMPAR/id_05_20230523_141358.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/drive/id_110_IMG_20251012_154929_884.jpg,data/drive/id_101_IMG_5522.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/TAMPAR/id_07_20230523_155521.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/TAMPAR/id_22_20230523_190814.jpg
train,data/drive/id_110_media-1724403493628-Aug_22_2024_11_21.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/TAMPAR/id_23_20230523_172828.jpg
train,data/drive/id_110_signal-2024-08-12-12-08-03-175(1).jpg,data/drive/id_110_IMG_20251012_154929_884.jpg,data/drive/id_502_IMG_20251025_183342510.jpg
train,data/drive/id_110_media-1724403493628-Aug_22_2024_11_21.jpg,data/drive/id_110_signal-2024-08-12-12-08-03-175.jpg,data/TAMPAR/id_05_20230523_160559.jpg
train,data/drive/id_110_media-1724403493628-Aug_22_2024_11_21.jpg,data/drive/id_110_IMG_20251012_154929_884.jpg,data/drive/id_503_IMG_20251024_172916104.jpg
test,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/TAMPAR/id_05_20230523_141404.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/TAMPAR/id_26_20230523_172231.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/TAMPAR/id_21_20230523_190846.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/TAMPAR/id_16_20230524_101630.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/drive/id_502_IMG_20251025_183519139.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/TAMPAR/id_08_20230523_141128.jpg
test,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/TAMPAR/id_20_20230524_100724.jpg
test,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/TAMPAR/id_03_20230523_162914.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/drive/id_109_media-1723458312354-Aug_12_2024_12_23.jpg,data/TAMPAR/id_06_20230523_141659.jpg
test,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28.jpg,data/drive/id_109_media-1723458528488-Aug_12_2024_12_28(1).jpg,data/TAMPAR/id_25_20230523_185701.jpg
test,data/drive/id_107_PXL_20251027_125722695.jpg,data/drive/id_107_PXL_20251027_125705463.jpg,data/TAMPAR/id_22_20230523_190806.jpg
test,data/drive/id_107_PXL_20251027_125733472.MP.jpg,data/drive/id_107_PXL_20251027_125647101.jpg,data/drive/id_501_IMG_3899.jpg
test,data/drive/id_107_PXL_20251027_125705463.jpg,data/drive/id_107_PXL_20251027_125725204.jpg,data/TAMPAR/id_29_20230524_104104.jpg
test,data/drive/id_107_PXL_20251027_125647101.jpg,data/drive/id_107_PXL_20251027_125722695.jpg,data/TAMPAR/id_28_20230523_190616.jpg
test,data/drive/id_107_PXL_20251027_125722695.jpg,data/drive/id_107_PXL_20251027_125647101.jpg,data/TAMPAR/id_15_20230524_104308.jpg
test,data/drive/id_107_PXL_20251027_125725204.jpg,data/drive/id_107_PXL_20251027_125722695.jpg,data/TAMPAR/id_16_20230523_172056.jpg
test,data/drive/id_107_PXL_20251027_125647101.jpg,data/drive/id_107_PXL_20251027_125733472.MP.jpg,data/TAMPAR/id_22_20230523_172315.jpg
test,data/drive/id_107_PXL_20251027_125705463.jpg,data/drive/id_107_PXL_20251027_125702958.jpg,data/drive/id_106_IMG_20251020_141624_BURST9.jpg
test,data/drive/id_107_PXL_20251027_125733472.MP.jpg,data/drive/id_107_PXL_20251027_125656688.jpg,data/TAMPAR/id_12_20230523_185403.jpg
test,data/drive/id_107_PXL_20251027_125647101.jpg,data/drive/id_107_PXL_20251027_125705463.jpg,data/TAMPAR/id_25_20230523_172614.jpg
train,data/drive/id_121_IMG_0706.jpg,data/drive/id_121_IMG_0705.jpg,data/TAMPAR/id_08_20230523_141136.jpg
train,data/drive/id_121_IMG_0705.jpg,data/drive/id_121_IMG_0704.jpg,data/TAMPAR/id_14_20230524_100431.jpg
train,data/drive/id_121_IMG_0706.jpg,data/drive/id_121_IMG_0704.jpg,data/TAMPAR/id_06_20230523_141714.jpg
train,data/drive/id_121_IMG_0704.jpg,data/drive/id_121_IMG_0705.jpg,data/drive/id_503_IMG_20251024_173105755.jpg
train,data/drive/id_121_IMG_0706.jpg,data/drive/id_121_IMG_0705.jpg,data/TAMPAR/id_02_20230523_162844.jpg
train,data/drive/id_121_IMG_0704.jpg,data/drive/id_121_IMG_0706.jpg,data/TAMPAR/id_24_20230524_104724.jpg
train,data/drive/id_121_IMG_0706.jpg,data/drive/id_121_IMG_0704.jpg,data/TAMPAR/id_28_20230523_172205.jpg
train,data/drive/id_121_IMG_0705.jpg,data/drive/id_121_IMG_0704.jpg,data/drive/id_508_signal-2024-08-19-14-08-30-041.jpg
train,data/drive/id_121_IMG_0704.jpg,data/drive/id_121_IMG_0705.jpg,data/TAMPAR/id_18_20230523_171730.jpg
train,data/drive/id_121_IMG_0706.jpg,data/drive/id_121_IMG_0704.jpg,data/TAMPAR/id_14_20230523_185807.jpg
train,data/drive/id_104_IMG_20240813_161024_675.jpg,data/drive/id_104_IMG_20240813_161028_783.jpg,data/TAMPAR/id_12_20230523_171555.jpg
train,data/drive/id_104_IMG_20240813_161028_783.jpg,data/drive/id_104_IMG_20240828_171313_366.jpg,data/drive/id_101_IMG_5525.jpg
train,data/drive/id_104_IMG_20240828_171313_366.jpg,data/drive/id_104_IMG_20240813_161028_783.jpg,data/TAMPAR/id_24_20230524_100115.jpg
train,data/drive/id_104_IMG_20240813_161024_675.jpg,data/drive/id_104_IMG_20240828_171313_366.jpg,data/TAMPAR/id_03_20230523_155728.jpg
train,data/drive/id_104_IMG_20240828_171313_366.jpg,data/drive/id_104_IMG_20240813_161028_783.jpg,data/TAMPAR/id_16_20230523_191418.jpg
train,data/drive/id_104_IMG_20240813_161028_783.jpg,data/drive/id_104_IMG_20240813_161024_675.jpg,data/TAMPAR/id_26_20230524_101126.jpg
train,data/drive/id_104_IMG_20240828_171313_366.jpg,data/drive/id_104_IMG_20240813_161024_675.jpg,data/TAMPAR/id_10_20230523_172748.jpg
train,data/drive/id_104_IMG_20240813_161024_675.jpg,data/drive/id_104_IMG_20240828_171313_366.jpg,data/TAMPAR/id_04_20230523_160750.jpg
train,data/drive/id_104_IMG_20240828_171313_366.jpg,data/drive/id_104_IMG_20240813_161028_783.jpg,data/drive/id_103_IMG_20251017_144942.jpg
train,data/drive/id_104_IMG_20240813_161024_675.jpg,data/drive/id_104_IMG_20240813_161028_783.jpg,data/TAMPAR/id_19_20230524_103912.jpg
train,data/drive/id_100_20251105_165619.jpg,data/drive/id_100_20251105_165654.jpg,data/TAMPAR/id_05_20230523_141404.jpg
train,data/drive/id_100_20251105_165639.jpg,data/drive/id_100_20251105_165608.jpg,data/TAMPAR/id_15_20230523_171925.jpg
train,data/drive/id_100_20251105_165608.jpg,data/drive/id_100_20251105_165650.jpg,data/TAMPAR/id_22_20230523_190814.jpg
train,data/drive/id_100_20251105_165608.jpg,data/drive/id_100_20251105_165600.jpg,data/TAMPAR/id_26_20230523_191248.jpg
train,data/drive/id_100_20251105_165659.jpg,data/drive/id_100_20251105_165639.jpg,data/drive/id_503_IMG_20251024_173136923.jpg
train,data/drive/id_100_20251105_165639.jpg,data/drive/id_100_20251105_165659.jpg,data/TAMPAR/id_11_20230524_101027.jpg
train,data/drive/id_100_20251105_165644.jpg,data/drive/id_100_20251105_165600.jpg,data/TAMPAR/id_07_20230523_155517.jpg
train,data/drive/id_100_20251105_165659.jpg,data/drive/id_100_20251105_165644.jpg,data/TAMPAR/id_28_20230524_102153.jpg
train,data/drive/id_100_20251105_165619.jpg,data/drive/id_100_20251105_165608.jpg,data/TAMPAR/id_10_20230524_102523.jpg
train,data/drive/id_100_20251105_165626.jpg,data/drive/id_100_20251105_165600.jpg,data/drive/id_503_IMG_20251024_172826651.jpg
train,data/drive/id_102_IMG_4781.jpg,data/drive/id_102_IMG_4779.jpg,data/TAMPAR/id_10_20230523_172759.jpg
train,data/drive/id_102_IMG_4781.jpg,data/drive/id_102_IMG_4779.jpg,data/TAMPAR/id_20_20230523_172418.jpg
train,data/drive/id_102_IMG_4782.jpg,data/drive/id_102_IMG_4781.jpg,data/TAMPAR/id_18_20230524_104603.jpg
train,data/drive/id_102_IMG_4781.jpg,data/drive/id_102_IMG_4782.jpg,data/TAMPAR/id_11_20230524_104421.jpg
train,data/drive/id_102_IMG_4779.jpg,data/drive/id_102_IMG_4782.jpg,data/TAMPAR/id_11_20230524_102939.jpg
train,data/drive/id_102_IMG_4779.jpg,data/drive/id_102_IMG_4782.jpg,data/TAMPAR/id_18_20230524_095906.jpg
train,data/drive/id_102_IMG_4779.jpg,data/drive/id_102_IMG_4782.jpg,data/TAMPAR/id_02_20230523_160355.jpg
train,data/drive/id_102_IMG_4779.jpg,data/drive/id_102_IMG_4781.jpg,data/TAMPAR/id_25_20230524_104646.jpg
train,data/drive/id_102_IMG_4782.jpg,data/drive/id_102_IMG_4781.jpg,data/drive/id_503_IMG_20251024_173136923.jpg
train,data/drive/id_102_IMG_4779.jpg,data/drive/id_102_IMG_4782.jpg,data/TAMPAR/id_07_20230523_141635.jpg
train,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_108_IMG_20251012_154930_188.jpg,data/TAMPAR/id_28_20230524_095835.jpg
train,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_108_IMG_20251012_154930_188.jpg,data/drive/id_101_IMG_5525.jpg
train,data/drive/id_108_IMG_20251012_154929_892.jpg,data/drive/id_108_IMG_20251012_154916_139.jpg,data/drive/id_121_IMG_0706.jpg
train,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_108_IMG_20251012_154930_188.jpg,data/drive/id_110_media-1724403493628-Aug_22_2024_11_21.jpg
train,data/drive/id_108_IMG_20251012_154930_188.jpg,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_502_IMG_20251025_183359623.jpg
train,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_108_IMG_20251012_154929_892.jpg,data/drive/id_100_20251105_165644.jpg
train,data/drive/id_108_IMG_20251012_154930_216.jpg,data/drive/id_108_IMG_20251012_154929_892.jpg,data/TAMPAR/id_07_20230523_162542.jpg
train,data/drive/id_108_IMG_20251012_154930_188.jpg,data/drive/id_108_IMG_20251012_154929_892.jpg,data/TAMPAR/id_19_20230523_191612.jpg
train,data/drive/id_108_IMG_20251012_154929_892.jpg,data/drive/id_108_IMG_20251012_154930_188.jpg,data/TAMPAR/id_16_20230523_185725.jpg
train,data/drive/id_108_IMG_20251012_154929_892.jpg,data/drive/id_108_IMG_20251012_154916_139.jpg,data/TAMPAR/id_00_20230523_160514.jpg
train,data/drive/id_114_IMG_20240828_171313_264.jpg,data/drive/id_114_IMG_20240904_184140_990.jpg,data/TAMPAR/id_05_20230523_141420.jpg
train,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_114_IMG_20240828_171313_264.jpg,data/TAMPAR/id_24_20230523_191938.jpg
train,data/drive/id_114_IMG_20240828_171313_264.jpg,data/drive/id_114_IMG_20240904_184140_990.jpg,data/TAMPAR/id_17_20230523_171402.jpg
train,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_114_IMG_20240828_171313_264.jpg,data/TAMPAR/id_11_20230523_185934.jpg
train,data/drive/id_114_IMG_20240828_171313_264.jpg,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_502_IMG_20251025_183502583.jpg
train,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_114_IMG_20240828_171313_264.jpg,data/TAMPAR/id_16_20230523_172118.jpg
train,data/drive/id_114_IMG_20240828_171313_264.jpg,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_503_IMG_20251024_172816711.jpg
train,data/drive/id_114_IMG_20240828_171313_264.jpg,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_106_IMG_20251020_141624_BURST13.jpg
train,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_114_IMG_20240828_171313_264.jpg,data/TAMPAR/id_03_20230523_141758.jpg
train,data/drive/id_114_IMG_20240904_184140_990.jpg,data/drive/id_114_IMG_20240828_171313_264.jpg,data/TAMPAR/id_00_20230516_141354.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_24_20230524_101804.jpg
train,data/drive/id_105_IMG_20251012_154930_363.jpg,data/drive/id_105_IMG_20251012_154930_258.jpg,data/TAMPAR/id_10_20230524_100246.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_17_20230523_185157.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_10_20230523_172754.jpg
train,data/drive/id_105_IMG_20251012_154930_363.jpg,data/drive/id_105_IMG_20251012_154930_258.jpg,data/TAMPAR/id_28_20230523_172155.jpg
train,data/drive/id_105_IMG_20251012_154930_363.jpg,data/drive/id_105_IMG_20251012_154930_258.jpg,data/TAMPAR/id_16_20230524_104229.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_28_20230523_190023.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_19_20230524_102801.jpg
train,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_105_IMG_20251012_154930_363.jpg,data/TAMPAR/id_02_20230523_141518.jpg
train,data/drive/id_105_IMG_20251012_154930_363.jpg,data/drive/id_105_IMG_20251012_154930_258.jpg,data/drive/id_103_IMG_20251017_144922.jpg
test,data/drive/id_122_IMG_0707.jpg,data/drive/id_122_IMG_0708.jpg,data/TAMPAR/id_11_20230524_102931.jpg
test,data/drive/id_122_IMG_0708.jpg,data/drive/id_122_IMG_0707.jpg,data/TAMPAR/id_29_20230523_185205.jpg
test,data/drive/id_122_IMG_0707.jpg,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/TAMPAR/id_23_20230524_103800.jpg
test,data/drive/id_122_IMG_0707.jpg,data/drive/id_122_IMG_0708.jpg,data/TAMPAR/id_03_20230523_155646.jpg
test,data/drive/id_122_IMG_0708.jpg,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/TAMPAR/id_15_20230523_171914.jpg
test,data/drive/id_122_IMG_0707.jpg,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/TAMPAR/id_05_20230523_160624.jpg
test,data/drive/id_122_IMG_0708.jpg,data/drive/id_122_IMG_0707.jpg,data/TAMPAR/id_20_20230524_100713.jpg
test,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/drive/id_122_IMG_0707.jpg,data/TAMPAR/id_06_20230523_155302.jpg
test,data/drive/id_122_IMG_0708.jpg,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/TAMPAR/id_20_20230523_172411.jpg
test,data/drive/id_122_signal-2025-12-05-202419.jpeg,data/drive/id_122_IMG_0707.jpg,data/TAMPAR/id_21_20230524_100820.jpg
validation,data/TAMPAR/id_01_20230516_142720.jpg,data/TAMPAR/id_01_20230523_155239.jpg,data/TAMPAR/id_24_20230524_104713.jpg
